,highest_offense_description,year,count
4303,JUSTIFIED HOMICIDE,2018,5
4304,KEEPING GAMBLING PLACE,2018,2
4305,KIDNAPPING,2018,3
4306,KIDNAPPING FAM VIO,2018,2
4307,LIQUOR LAW VIOLATION/OTHER,2018,20
4308,LITTERING,2018,3
4309,MANF CONTROLLED SUB - OTHER,2018,1
4310,MANSLAUGHTER,2018,1
4311,MISAPPLY FIDUCIARY PROP,2018,7
4312,MISREP AGE BY MINOR,2018,2
4313,MONEY LAUNDERING,2018,12
4314,MURDER,2018,11
4315,NUISANCE ABATEMENT,2018,12
4316,OBSCENE DISPLAY - DISTRIBUTION,2018,3
4317,OBSCENITY,2018,1
4318,OBTAIN CONTROLLED SUB BY FRAUD,2018,13
4319,OBTAIN DANG DRUG BY FRAUD,2018,4
4320,OFFICIAL OPPRESSION,2018,1
4321,ONLINE IMPERSONATION,2018,55
4322,ONLINE SOLICITATION OF A MINOR,2018,24
4323,PAROLE VIOL,2018,5
4324,PIGEON DROP,2018,2
4325,POCKET PICKING,2018,19
4326,POSS CONTROLLED SUB/NARCOTIC,2018,736
4327,POSS CONTROLLED SUB/OTHER,2018,24
4328,POSS CONTROLLED SUB/SYN NARC,2018,23
4329,POSS CRIMINAL INSTRUMENT,2018,2
4330,POSS DANG DRUG,2018,18
4331,POSS OF ALCOHOL - AGE 17 TO 20,2018,7
4332,POSS OF ALCOHOL-AGE 16 & UNDER,2018,5
4333,POSS OF DRUG PARAPHERNALIA,2018,379
4334,POSS OF FIREARM BY FELON,2018,43
4335,POSS OF PROHIBITED WEAPON,2018,24
4336,POSS SYNTHETIC MARIJUANA,2018,45
4337,POSS/PROMO CHILD PORNOGRAPHY,2018,41
4338,POSSESSION OF MARIJUANA,2018,830
4339,PRACTICE MEDICINE W/OUT LICENS,2018,1
4340,PROBATION VIOL,2018,2
4341,PROMOTION OF PROSTITUTION,2018,1
4342,PROSTITUTION,2018,40
4343,PROTECTIVE ORDER,2018,303
4344,PROWLER,2018,4
4345,PUBLIC INTOX-SOBERING CENTER,2018,8
4346,PUBLIC INTOXICATION,2018,530
4347,PUBLIC LEWDNESS,2018,8
4348,PURCHASING PROSTITUTION,2018,1
4349,PURSE SNATCHING,2018,1
4350,RAPE,2018,209
4351,RAPE OF A CHILD,2018,21
4352,RECKLESS CONDUCT,2018,4
4353,RECKLESS DAMAGE,2018,22
4354,RENTAL CAR/FAIL TO RETURN,2018,29
4355,RESISTING ARREST OR SEARCH,2018,37
4356,RETALIATION,2018,15
4357,ROBBERY BY ASSAULT,2018,110
4358,ROBBERY BY THREAT,2018,29
4359,RUNAWAY CHILD,2018,742
4360,SECURING EXEC-DOC BY DECEPTION,2018,1
4361,SERIOUS INJURY TO A CHILD,2018,2
4362,SEXTING DEPICTING A MINOR,2018,10
4363,SEXUAL ASSAULT OF CHILD/OBJECT,2018,59
4364,SEXUAL ASSAULT W/ OBJECT,2018,88
4365,SEXUAL PERFORMANCE BY CHILD,2018,1
4366,SIT AND LIE ORDINANCE VIOL,2018,1
4367,SMUGGLING ILLEGAL ALIEN,2018,2
4368,SOLICITATION - BEGGING,2018,10
4369,STALKING,2018,41
4370,STATUTORY RAPE OF CHILD,2018,2
4371,SUSPICIOUS PERSON,2018,383
4372,TAKE WEAPON FRM POLICE OFFICER,2018,5
4373,TAMPERING WITH CONSUMER PROD,2018,2
4374,TAMPERING WITH EVIDENCE,2018,10
4375,TAMPERING WITH GOV RECORD,2018,5
4376,TELECOMMUNICATION CRIMES/OTHER,2018,1
4377,TERRORISTIC THREAT,2018,323
4378,TERRORISTIC THREAT-FAM/DAT VIO,2018,71
4379,TERRORISTIC THREAT-MASS CASLTY,2018,4
4380,THEFT,2018,3445
4381,THEFT BY CHECK,2018,11
4382,THEFT BY EMBEZZLEMENT,2018,2
4383,THEFT BY EXTORTION,2018,5
4384,THEFT BY FALSE PRETEXT/BUNCO,2018,2
4385,THEFT BY SHOPLIFTING,2018,502
4386,THEFT FROM AUTO,2018,178
4387,THEFT FROM BUILDING,2018,104
4388,THEFT FROM PERSON,2018,123
4389,THEFT OF AUTO PARTS,2018,85
4390,THEFT OF BICYCLE,2018,569
4391,THEFT OF HEAVY EQUIPMENT,2018,7
4392,THEFT OF LICENSE PLATE,2018,232
4393,THEFT OF METAL,2018,43
4394,THEFT OF SERVICE,2018,246
4395,THEFT OF TRAILER,2018,83
4396,THEFT- APPROPRIATE STOLEN PROP,2018,3
4397,TRAFFICKING OF PERSONS,2018,4
4398,TRUANCY,2018,1
4399,UCW LICENSE PREMISE,2018,1
4400,UNLAWFUL CARRY-LIC HOLDER,2018,2
4401,UNLAWFUL CARRYING WEAPON,2018,76
4402,UNLAWFUL RESTRAINT,2018,12
4403,UNLAWFUL RESTRAINT FAM/DAT VIO,2018,15
4404,URINATING IN PUBLIC PLACE,2018,9
4405,VIOL CITY ORDINANCE -  GAME RM,2018,5
4406,VIOL CITY ORDINANCE - CURFEW,2018,1
4407,VIOL CITY ORDINANCE - DOG,2018,35
4408,VIOL CITY ORDINANCE - OTHER,2018,248
4409,VIOL CITY ORDINANCE - SOUND,2018,2
4410,VIOL CITY ORDINANCE - TITLE 10,2018,1
4411,VIOL CITY ORDINANCE - WRECKER,2018,17
4412,VIOL CITY ORDINANCE -FIREWORK,2018,1
4413,VIOL OF BOND CONDITIONS,2018,12
4414,VIOL OF EMERG PROTECTIVE ORDER,2018,107
4415,VIOL OF PARK CURFEW,2018,1
4416,VIOL OF PROTECTIVE ORDER,2018,214
4417,VIOL PO / SEXUAL ASLT VICTIM,2018,1
4418,VIOL STATE LAW - OTHER,2018,63
4419,VIOL STAY AWAY ORDER,2018,5
4420,VIOL TEMP EX PARTE  ORDER,2018,14
4421,VOCO - ALCOHOL  CONSUMPTION,2018,15
4422,VOCO AMPLIFIED MUSIC/VEHICLE,2018,1
4423,WARRANT ARREST NON TRAFFIC,2018,319
4424,WEAPON VIOL - OTHER,2018,5
4425,ABUSE OF 911,2019,16
4426,ABUSE OF CORPSE,2019,1
4427,AGG ASLT ENHANC STRANGL/SUFFOC,2019,27
4428,AGG ASLT STRANGLE/SUFFOCATE,2019,371
4429,AGG ASLT W/MOTOR VEH FAM/DAT V,2019,15
4430,AGG ASSAULT,2019,353
4431,AGG ASSAULT FAM/DATE VIOLENCE,2019,240
4432,AGG ASSAULT ON PEACE OFFICER,2019,4
4433,AGG ASSAULT ON PUBLIC SERVANT,2019,4
4434,AGG ASSAULT WITH MOTOR VEH,2019,28
4435,AGG FORCED SODOMY OF CHILD,2019,6
4436,AGG KIDNAPPING,2019,1
4437,AGG KIDNAPPING FAM VIO,2019,1
4438,AGG PROMOTION OF PROSTITUTION,2019,1
4439,AGG RAPE,2019,10
4440,AGG RAPE OF A CHILD,2019,24
4441,AGG ROBBERY BY ASSAULT,2019,14
4442,AGG ROBBERY/DEADLY WEAPON,2019,241
4443,AGG SEXUAL ASSAULT CHILD/OBJEC,2019,13
4444,AIRPORT - CRIMINAL TRESPASS,2019,3
4445,AIRPORT - FEDERAL VIOL,2019,3
4446,AIRPORT PLACES WEAPON PROHIBIT,2019,4
4447,APPLIC TO REVOKE PROBATION,2019,5
4448,ARSON,2019,31
4449,ASSAULT  CONTACT-SEXUAL NATURE,2019,121
4450,ASSAULT - SCHOOL PERSONNEL,2019,1
4451,ASSAULT BY CONTACT,2019,622
4452,ASSAULT BY CONTACT FAM/DATING,2019,492
4453,ASSAULT BY THREAT,2019,516
4454,ASSAULT BY THREAT FAM/DATING,2019,151
4455,ASSAULT OF A PREGNANT WOMAN,2019,1
4456,ASSAULT OF PREGNANT WM-FAM/DAT,2019,6
4457,ASSAULT ON PEACE OFFICER,2019,32
4458,ASSAULT ON PUBLIC SERVANT,2019,26
4459,ASSAULT W/INJURY-FAM/DATE VIOL,2019,2127
4460,ASSAULT WITH INJURY,2019,1063
4461,AUTO THEFT,2019,1671
4462,BESTIALITY,2019,1
4463,BOATING WHILE INTOXICATED,2019,3
4464,BOMB THREAT,2019,7
4465,BREACH OF COMPUTER SECURITY,2019,69
4466,BURG NON RESIDENCE SHEDS,2019,228
4467,BURG OF RES - FAM/DATING ASLT,2019,24
4468,BURG OF RES - SEXUAL NATURE,2019,1
4469,BURGLARY NON RESIDENCE,2019,1153
4470,BURGLARY OF COIN-OP MACHINE,2019,31
4471,BURGLARY OF RESIDENCE,2019,1482
4472,BURGLARY OF VEHICLE,2019,6096
4473,CAMPING IN PARK,2019,3
4474,CAPITAL MURDER,2019,4
4475,CHILD CUSTODY INTERFERE,2019,554
4476,CHILD ENDANGERMENT- ABANDONMEN,2019,37
4477,CIVIL DISTURBANCE/DEMO,2019,24
4478,COMMUNICATING GAMBLING INFO,2019,1
4479,COMPELLING PROSTITUTION,2019,2
4480,CONT SEX ABUSE OF CHILD,2019,6
4481,CONTEMPT OF COURT,2019,3
4482,CONTROLLED SUB VIOL - OTHER,2019,2
4483,COUNTERFEITING,2019,33
4484,CRASH/FAIL STOP AND RENDER AID,2019,336
4485,CRASH/INTOX MANSLAUGHTER,2019,1
4486,CRASH/INTOXICATION ASSAULT,2019,11
4487,CRED CARD ABUSE - EXPIR-CANCEL,2019,4
4488,CRED CARD ABUSE - OTHER,2019,372
4489,CRED CARD ABUSE BY FORGERY,2019,22
4490,CRIMES AGAINST ELDERLY,2019,4
4491,CRIMINAL MISCHIEF,2019,2985
4492,CRIMINAL MISCHIEF BY ARSON,2019,9
4493,CRIMINAL SOLICITATION OF MINOR,2019,1
4494,CRIMINAL TRESPASS,2019,630
4495,CRIMINAL TRESPASS/HOTEL,2019,29
4496,CRIMINAL TRESPASS/IN VEHICLE,2019,30
4497,CRIMINAL TRESPASS/TRANSIENT,2019,75
4498,CRUELTY TO ANIMALS,2019,129
4499,CUSTODY ARREST TRAFFIC WARR,2019,167
4500,DAMAGE CITY PROP,2019,70
4501,DAMAGE CITY VEHICLE,2019,46
4502,DATING DISTURBANCE,2019,620
4503,DEADLY CONDUCT,2019,111
4504,DEADLY CONDUCT FAM/DATE VIOL,2019,2
4505,DEBIT CARD ABUSE,2019,391
4506,DEL CONTROLLED SUB/NARCOTIC,2019,95
4507,DEL CONTROLLED SUB/SYN NARC,2019,3
4508,DEL MARIJUANA,2019,1
4509,DEL OF ALCOHOL TO MINOR,2019,1
4510,DEL SYNTHETIC MARIJUANA,2019,2
4511,DEPENDENT AND NEGLECTED CHILD,2019,7
4512,DISCLOSE/PROMO INTIMATE VISUAL,2019,32
4513,DISPOSAL OF SOLID WASTE,2019,3
4514,DISRUPTIVE ACTS AT SCHOOLS,2019,1
4515,DISTRIB HARMFUL MATERIAL MINOR,2019,9
4516,DISTURBANCE - OTHER,2019,1357
4517,DOC ABUSE OR THREAT,2019,2
4518,DOC ABUSIVE LANGUAGE,2019,11
4519,DOC DISCHARGE GUN - PUB PLACE,2019,50
4520,DOC DISCHARGE GUN - PUB ROAD,2019,25
4521,DOC DISPLAY GUN/DEADLY PUB PLC,2019,37
4522,DOC EXPOSURE,2019,43
4523,DOC FIGHTING,2019,73
4524,DOC OFFENSIVE GESTURE,2019,10
4525,DOC UNREASONABLE NOISE,2019,16
4526,DOC WINDOW PEEPING - PUB AREA,2019,3
4527,DOC WINDOW PEEPING-RESIDENCE,2019,34
4528,DOMESTIC VIOLENCE/ALARM,2019,1
4529,DRIVING WHILE INTOX / FELONY,2019,126
4530,DUI - AGE 16 AND UNDER,2019,2
4531,DUI - AGE 17 TO 20,2019,14
4532,DUMPING REFUSE NEAR HIGHWAY,2019,1
4533,DWI,2019,1133
4534,DWI  .15 BAC OR ABOVE,2019,195
4535,DWI - CHILD PASSENGER,2019,20
4536,DWI - DRUG RECOGNITION EXPERT,2019,58
4537,DWI 2ND,2019,213
4538,ENTICING A CHILD,2019,1
4539,ESCAPE FROM CUSTODY,2019,1
4540,EVADING / FOOT,2019,102
4541,EVADING / VEHICLE PURSUIT,2019,41
4542,EVADING VEHICLE,2019,93
4543,EXPLOITATION OF CHILD/ELDERLY,2019,12
4544,EXPLOSIVE ORDNANCE DISPOSAL,2019,43
4545,FAILURE TO IDENTIFY,2019,94
4546,FAILURE TO REG AS SEX OFFENDER,2019,26
4547,FALSE ALARM OR REPORT,2019,20
4548,FALSE CALLER ID DISPLAY/SPOOF,2019,1
4549,FALSE REPORT TO PEACE OFFICER,2019,20
4550,FALSE STATEMENT -OBTAIN CREDIT,2019,6
4551,FAMILY DISTURBANCE,2019,6474
4552,FAMILY DISTURBANCE/PARENTAL,2019,459
4553,FEDERAL VIOL/OTHER,2019,14
4554,FELONY ENHANCEMENT/ASSLT W/INJ,2019,136
4555,FIREARMS ON SCHOOL PROP,2019,1
4556,FORCED SODOMY,2019,32
4557,FORCED SODOMY OF CHILD,2019,6
4558,FORGERY - OTHER,2019,33
4559,FORGERY AND PASSING,2019,386
4560,FORGERY BY ALTERATION,2019,10
4561,FORGERY BY MAKING,2019,34
4562,FORGERY OF IDENTIFICATION,2019,4
4563,FORGERY- CERTIFICATE OF TITLE,2019,3
4564,FRAUD - OTHER,2019,955
4565,FRAUD DESTRUCTION OF A WRITING,2019,2
4566,FRAUD FILING FINANCE STATEMENT,2019,2
4567,FRAUD-CARD SKIMMER,2019,18
4568,GAMBLING,2019,4
4569,GAMBLING PROMOTION,2019,1
4570,GRAFFITI,2019,131
4571,HARASSMENT,2019,1817
4572,HARASSMENT OF A PUBLIC SERVANT,2019,21
4573,HARBORING RUNAWAY CHILD,2019,10
4574,HINDER SECURED CREDITORS,2019,2
4575,HINDERING APPREHENSION,2019,4
4576,IDENTITY THEFT,2019,674
4577,IDENTITY THEFT-TAX RETURNS,2019,2
4578,IMMIGRATION HOLD/ARREST,2019,1
4579,IMPERSONATING PUBLIC SERVANT,2019,6
4580,IMPROPER CONTACT-SEX ASLT VICT,2019,1
4581,INDECENCY WITH A CHILD/CONTACT,2019,53
4582,INDECENCY WITH CHILD/EXPOSURE,2019,13
4583,INDECENT ASSAULT,2019,22
4584,INDECENT EXPOSURE,2019,103
4585,INHALANT ABUSE,2019,3
4586,INJ TO DISABLED  FAM/DATE VIOL,2019,5
4587,INJ TO ELDERLY   FAM/DATE VIOL,2019,30
4588,INJ/CHILD FV (NO CARE/CUSTODY),2019,4
4589,INJURY DISABLED INDIVIDUAL,2019,21
4590,INJURY TO CHILD,2019,63
4591,INJURY TO CHILD (CARE/CUSTODY),2019,12
4592,INJURY TO ELDERLY PERSON,2019,24
4593,INTER EMERG PHONECALL FAM/DATE,2019,14
4594,INTERFERE W PO SERVICE ANIMALS,2019,1
4595,INTERFERENCE PUBLIC DUTIES,2019,9
4596,INTERFERING W/EMERG PHONE CALL,2019,10
4597,INVASIVE VISUAL RECORDING,2019,34
4598,ISSUANCE OF BAD CHECK,2019,4
4599,JUSTIFIED HOMICIDE,2019,5
4600,KEEPING GAMBLING PLACE,2019,3
4601,KIDNAPPING,2019,4
4602,LIQUOR LAW VIOLATION/OTHER,2019,29
4603,LITTERING,2019,7
4604,MAIL THEFT,2019,236
4605,MAKING TOBACCO AVAIL TO MINOR,2019,1
4606,MANF CONTROLLED SUB - OTHER,2019,1
4607,MANSLAUGHTER,2019,1
4608,MISAPPLY FIDUCIARY PROP,2019,1
4609,MISREP AGE BY MINOR,2019,2
4610,MISUSE OF OFFICIAL INFO,2019,1
4611,MONEY LAUNDERING,2019,6
4612,MURDER,2019,11
4613,NUISANCE ABATEMENT,2019,10
4614,OBSCENE DISPLAY - DISTRIBUTION,2019,4
4615,OBTAIN CONTROLLED SUB BY FRAUD,2019,10
4616,OBTAIN DANG DRUG BY FRAUD,2019,3
4617,ONLINE IMPERSONATION,2019,36
4618,ONLINE SOLICITATION OF A MINOR,2019,22
4619,PAROLE VIOL,2019,1
4620,PERJURY,2019,1
4621,POCKET PICKING,2019,10
4622,POSS CONTROLLED SUB/NARCOTIC,2019,807
4623,POSS CONTROLLED SUB/OTHER,2019,37
4624,POSS CONTROLLED SUB/SYN NARC,2019,32
4625,POSS CRIMINAL INSTRUMENT,2019,3
4626,POSS DANG DRUG,2019,17
4627,POSS OF ALCOHOL - AGE 17 TO 20,2019,2
4628,POSS OF ALCOHOL-AGE 16 & UNDER,2019,6
4629,POSS OF DRUG PARAPHERNALIA,2019,327
4630,POSS OF FIREARM BY FELON,2019,65
4631,POSS OF PRESCRIPTION FORM,2019,1
4632,POSS OF PROHIBITED WEAPON,2019,10
4633,POSS SYNTHETIC MARIJUANA,2019,38
4634,POSS/PROMO CHILD PORNOGRAPHY,2019,24
4635,POSSESSION OF MARIJUANA,2019,525
4636,PROBATION VIOL,2019,3
4637,PROMOTION OF PROSTITUTION,2019,3
4638,PROSTITUTION,2019,27
4639,PROTECTIVE ORDER,2019,255
4640,PROWLER,2019,10
4641,PUBLIC INTOX-SOBERING CENTER,2019,81
4642,PUBLIC INTOXICATION,2019,385
4643,PUBLIC LEWDNESS,2019,8
4644,PURSE SNATCHING,2019,3
4645,RAPE,2019,152
4646,RAPE OF A CHILD,2019,15
4647,RECKLESS CONDUCT,2019,2
4648,RECKLESS DAMAGE,2019,37
4649,RENTAL CAR/FAIL TO RETURN,2019,15
4650,RESISTING ARREST OR SEARCH,2019,52
4651,RETALIATION,2019,14
4652,ROBBERY BY ASSAULT,2019,147
4653,ROBBERY BY THREAT,2019,42
4654,RUNAWAY CHILD,2019,895
4655,SALE OR PURCHASE OF CHILD,2019,1
4656,SECURING EXEC-DOC BY DECEPTION,2019,1
4657,SERIOUS INJURY TO A CHILD,2019,1
4658,SEXTING DEPICTING A MINOR,2019,10
4659,SEXTING/TRANSMIT SEXUAL PHOTOS,2019,6
4660,SEXUAL ASSAULT OF CHILD/OBJECT,2019,33
4661,SEXUAL ASSAULT W/ OBJECT,2019,49
4662,SIT AND LIE ORDINANCE VIOL,2019,2
4663,SMUGGLING ILLEGAL ALIEN,2019,3
4664,SOLICITATION - BEGGING,2019,7
4665,STALKING,2019,34
4666,STATUTORY RAPE OF CHILD,2019,19
4667,STAY AWAY ORDER,2019,1
4668,SUSPICIOUS PERSON,2019,455
4669,TAKE WEAPON FRM POLICE OFFICER,2019,6
4670,TAMPERING WITH CONSUMER PROD,2019,2
4671,TAMPERING WITH EVIDENCE,2019,18
4672,TAMPERING WITH GOV RECORD,2019,8
4673,TAMPERING WITH ID NUMBER,2019,2
4674,TELECOMMUNICATION CRIMES/OTHER,2019,1
4675,TERRORISTIC THREAT,2019,354
4676,TERRORISTIC THREAT-FAM/DAT VIO,2019,118
4677,TERRORISTIC THREAT-MASS CASLTY,2019,13
4678,THEFT,2019,4036
4679,THEFT BY CHECK,2019,6
4680,THEFT BY EMBEZZLEMENT,2019,3
4681,THEFT BY EXTORTION,2019,9
4682,THEFT BY FALSE PRETEXT/BUNCO,2019,2
4683,THEFT BY SHOPLIFTING,2019,635
4684,THEFT CATALYTIC CONVERTER,2019,5
4685,THEFT FROM AUTO,2019,219
4686,THEFT FROM BUILDING,2019,193
4687,THEFT FROM PERSON,2019,197
4688,THEFT OF AUTO PARTS,2019,166
4689,THEFT OF BICYCLE,2019,765
4690,THEFT OF HEAVY EQUIPMENT,2019,9
4691,THEFT OF LICENSE PLATE,2019,319
4692,THEFT OF METAL,2019,43
4693,THEFT OF SERVICE,2019,304
4694,THEFT OF TELECOMMUNICATION SRV,2019,1
4695,THEFT OF TRAILER,2019,111
4696,THEFT- APPROPRIATE STOLEN PROP,2019,3
4697,THEFT/TILL TAPPING,2019,1
4698,TOBACCO VIOL - UNDER AGE 17,2019,1
4699,TOBACCO VIOL - UNDER AGE 21,2019,1
4700,TRAFFICKING OF PERSONS,2019,2
4701,TRUANCY,2019,2
4702,UCW LICENSE PREMISE,2019,1
4703,UNLAWFUL CARRY-LIC HOLDER,2019,1
4704,UNLAWFUL CARRYING WEAPON,2019,105
4705,UNLAWFUL INTERCEPTION,2019,2
4706,UNLAWFUL RESTRAINT,2019,13
4707,UNLAWFUL RESTRAINT FAM/DAT VIO,2019,15
4708,URINATING IN PUBLIC PLACE,2019,3
4709,VIOL CITY ORDINANCE -  GAME RM,2019,1
4710,VIOL CITY ORDINANCE - BOOTING,2019,2
4711,VIOL CITY ORDINANCE - DOG,2019,15
4712,VIOL CITY ORDINANCE - OTHER,2019,159
4713,VIOL CITY ORDINANCE - SMOKING,2019,1
4714,VIOL CITY ORDINANCE - SOUND,2019,1
4715,VIOL CITY ORDINANCE - WRECKER,2019,77
4716,VIOL CITY ORDINANCE -FIREWORK,2019,4
4717,VIOL OF AGGRESSIVE CONFRONT,2019,1
4718,VIOL OF BOND CONDITIONS,2019,10
4719,VIOL OF CAMPING ORDINANCE,2019,9
4720,VIOL OF EMERG PROTECTIVE ORDER,2019,89
4721,VIOL OF OBSTRUCTION ORDINANCE,2019,2
4722,VIOL OF PROTECTIVE ORDER,2019,222
4723,VIOL STATE LAW - OTHER,2019,42
4724,VIOL STAY AWAY ORDER,2019,2
4725,VIOL TEMP EX PARTE  ORDER,2019,14
4726,VOCO - ALCOHOL  CONSUMPTION,2019,5
4727,WARRANT ARREST NON TRAFFIC,2019,276
4728,WEAPON VIOL - OTHER,2019,3
4729,ABUSE OF 911,2020,6
4730,AGG ASLT ENHANC STRANGL/SUFFOC,2020,27
4731,AGG ASLT STRANGLE/SUFFOCATE,2020,181
4732,AGG ASLT W/MOTOR VEH FAM/DAT V,2020,5
4733,AGG ASSAULT,2020,278
4734,AGG ASSAULT FAM/DATE VIOLENCE,2020,112
4735,AGG ASSAULT ON PEACE OFFICER,2020,1
4736,AGG ASSAULT WITH MOTOR VEH,2020,17
4737,AGG FORCED SODOMY OF CHILD,2020,1
4738,AGG PROMOTION OF PROSTITUTION,2020,2
4739,AGG RAPE,2020,6
4740,AGG RAPE OF A CHILD,2020,8
4741,AGG ROBBERY BY ASSAULT,2020,6
4742,AGG ROBBERY/DEADLY WEAPON,2020,130
4743,AGG SEXUAL ASSAULT CHILD/OBJEC,2020,8
4744,AGG SEXUAL ASSAULT W OBJECT,2020,1
4745,AIRPORT - CRIMINAL TRESPASS,2020,2
4746,AIRPORT - FEDERAL VIOL,2020,1
4747,AIRPORT PLACES WEAPON PROHIBIT,2020,1
4748,ARSON,2020,23
4749,ASSAULT  CONTACT-SEXUAL NATURE,2020,35
4750,ASSAULT BY CONTACT,2020,354
4751,ASSAULT BY CONTACT FAM/DATING,2020,256
4752,ASSAULT BY THREAT,2020,337
4753,ASSAULT BY THREAT FAM/DATING,2020,78
4754,ASSAULT OF A PREGNANT WOMAN,2020,5
4755,ASSAULT OF PREGNANT WM-FAM/DAT,2020,6
4756,ASSAULT ON PEACE OFFICER,2020,22
4757,ASSAULT ON PUBLIC SERVANT,2020,15
4758,ASSAULT W/INJURY-FAM/DATE VIOL,2020,1012
4759,ASSAULT WITH INJURY,2020,522
4760,AUTO THEFT,2020,990
4761,BOMB THREAT,2020,3
4762,BREACH OF COMPUTER SECURITY,2020,35
4763,BURG NON RESIDENCE SHEDS,2020,92
4764,BURG OF RES - FAM/DATING ASLT,2020,9
4765,BURG OF RES - SEXUAL NATURE,2020,3
4766,BURGLARY NON RESIDENCE,2020,685
4767,BURGLARY OF COIN-OP MACHINE,2020,12
4768,BURGLARY OF RESIDENCE,2020,508
4769,BURGLARY OF VEHICLE,2020,3117
4770,CHILD CUSTODY INTERFERE,2020,329
4771,CHILD ENDANGERMENT- ABANDONMEN,2020,14
4772,CIVIL DISTURBANCE/DEMO,2020,11
4773,CONT SEX ABUSE OF CHILD,2020,1
4774,COUNTERFEITING,2020,15
4775,CRASH/FAIL STOP AND RENDER AID,2020,128
4776,CRASH/INTOX MANSLAUGHTER,2020,1
4777,CRASH/INTOXICATION ASSAULT,2020,2
4778,CRASH/MANSLAUGHTER,2020,1
4779,CRED CARD ABUSE - EXPIR-CANCEL,2020,5
4780,CRED CARD ABUSE - OTHER,2020,178
4781,CRED CARD ABUSE BY FORGERY,2020,3
4782,CRIMES AGAINST ELDERLY,2020,2
4783,CRIMINAL MISCHIEF,2020,1628
4784,CRIMINAL MISCHIEF BY ARSON,2020,12
4785,CRIMINAL TRESPASS,2020,402
4786,CRIMINAL TRESPASS/HOTEL,2020,18
4787,CRIMINAL TRESPASS/IN VEHICLE,2020,5
4788,CRIMINAL TRESPASS/TRANSIENT,2020,77
4789,CRUELTY TO ANIMALS,2020,56
4790,CUSTODY ARREST TRAFFIC WARR,2020,34
4791,DAMAGE CITY PROP,2020,28
4792,DAMAGE CITY VEHICLE,2020,30
4793,DATING DISTURBANCE,2020,370
4794,DEADLY CONDUCT,2020,80
4795,DEADLY CONDUCT FAM/DATE VIOL,2020,4
4796,DEBIT CARD ABUSE,2020,174
4797,DEL CONTROLLED SUB/NARCOTIC,2020,17
4798,DEL CONTROLLED SUB/SYN NARC,2020,3
4799,DEPENDENT AND NEGLECTED CHILD,2020,3
4800,DISCLOSE/PROMO INTIMATE VISUAL,2020,16
4801,DISPOSAL OF SOLID WASTE,2020,2
4802,DISTURBANCE - OTHER,2020,708
4803,DOC ABUSE OR THREAT,2020,1
4804,DOC ABUSIVE LANGUAGE,2020,4
4805,DOC DISCHARGE GUN - PUB PLACE,2020,56
4806,DOC DISCHARGE GUN - PUB ROAD,2020,18
4807,DOC DISPLAY GUN/DEADLY PUB PLC,2020,28
4808,DOC EXPOSURE,2020,20
4809,DOC FIGHTING,2020,39
4810,DOC OFFENSIVE GESTURE,2020,5
4811,DOC UNREASONABLE NOISE,2020,7
4812,DOC WINDOW PEEPING-RESIDENCE,2020,15
4813,DOMESTIC VIOLENCE/ALARM,2020,1
4814,DRIVING WHILE INTOX / FELONY,2020,55
4815,DUI - AGE 17 TO 20,2020,7
4816,DUMPING REFUSE NEAR HIGHWAY,2020,7
4817,DWI,2020,484
4818,DWI  .15 BAC OR ABOVE,2020,69
4819,DWI - CHILD PASSENGER,2020,15
4820,DWI - DRUG RECOGNITION EXPERT,2020,15
4821,DWI 2ND,2020,92
4822,EVADING / FOOT,2020,42
4823,EVADING / VEHICLE PURSUIT,2020,20
4824,EVADING VEHICLE,2020,60
4825,EXPLOITATION OF CHILD/ELDERLY,2020,2
4826,EXPLOSIVE ORDNANCE DISPOSAL,2020,21
4827,FAILURE TO IDENTIFY,2020,34
4828,FAILURE TO REG AS SEX OFFENDER,2020,6
4829,FALSE ALARM OR REPORT,2020,12
4830,FALSE CALLER ID DISPLAY/SPOOF,2020,1
4831,FALSE REPORT TO PEACE OFFICER,2020,8
4832,FALSE STATEMENT -OBTAIN CREDIT,2020,3
4833,FAMILY DISTURBANCE,2020,3350
4834,FAMILY DISTURBANCE/PARENTAL,2020,222
4835,FEDERAL VIOL/OTHER,2020,2
4836,FELONY ENHANCEMENT/ASSLT W/INJ,2020,68
4837,FORCED SODOMY,2020,12
4838,FORCED SODOMY OF CHILD,2020,1
4839,FORGERY - OTHER,2020,20
4840,FORGERY AND PASSING,2020,130
4841,FORGERY BY ALTERATION,2020,5
4842,FORGERY BY MAKING,2020,26
4843,FORGERY OF IDENTIFICATION,2020,3
4844,FRAUD - OTHER,2020,504
4845,FRAUD FILING FINANCE STATEMENT,2020,1
4846,FRAUD-CARD SKIMMER,2020,4
4847,GRAFFITI,2020,80
4848,HARASSMENT,2020,909
4849,HARASSMENT OF A PUBLIC SERVANT,2020,9
4850,HARBORING RUNAWAY CHILD,2020,8
4851,HAZING,2020,1
4852,HINDER SECURED CREDITORS,2020,1
4853,IDENTITY THEFT,2020,340
4854,IDENTITY THEFT-TAX RETURNS,2020,3
4855,IMPERSONATING PUBLIC SERVANT,2020,8
4856,INCEST-PROHIBITED SEX CONDUCT,2020,1
4857,INDECENCY WITH A CHILD/CONTACT,2020,35
4858,INDECENCY WITH CHILD/EXPOSURE,2020,7
4859,INDECENT ASSAULT,2020,19
